mod,snr_db,n,nmse_db,snr_gain_db,si_sdr_db,si_sdr_gain_db,excess_over_shrinkage_db,evm_pct,evm_pct_noisy,ber,ber_noisy
16QAM,-20.0,16,-0.07289201731327921,20.03943163866643,0.26703609619289637,0.21521878032945096,0.029325790354050696,100.648394225506,100.48669074977727,0.46763392857142855,0.46693638392857145
16QAM,-18.0,16,-0.32401945907622576,18.384272006340325,0.4362221946939826,0.36399487184826285,0.2566001797094941,100.18632706151486,100.0795302664572,0.46554129464285715,0.45619419642857145
16QAM,-16.0,16,-0.5600682273507118,16.61071202903986,0.6588122732937336,0.5513416542671621,0.45352546917274594,97.27326853495909,98.95121913864801,0.4369419642857143,0.43680245535714285
16QAM,-14.0,16,-1.0822132863104343,15.116744462400675,1.1272811107337475,0.9534248597919941,0.9139284109696746,92.38121073014267,92.56426465560051,0.41587611607142855,0.4111328125
16QAM,-12.0,16,-1.5947624891996384,13.581744655966759,1.6438992470502853,1.365111218765378,1.3281163051724434,89.4497075832035,89.44505761489631,0.38699776785714285,0.38546316964285715
16QAM,-10.0,16,-2.2650713324546814,12.248391330242157,2.3048661947250366,1.8866161480545998,1.8494388554245234,80.95768371691963,81.30492324543519,0.3486328125,0.3452845982142857
16QAM,-8.0,16,-3.3256805539131165,11.277720838785172,3.3602132946252823,2.705251932144165,2.6799943894147873,73.18360857613706,74.65051262104814,0.30482700892857145,0.30873325892857145
16QAM,-6.0,16,-4.6975486278533936,10.68218058347702,4.72223836183548,3.723226096481085,3.7209800481796265,60.50690006215676,61.219114480671635,0.24204799107142858,0.23758370535714285
16QAM,-4.0,16,-5.867019861936569,9.925997242331505,5.8932428658008575,4.410811312496662,4.427882745862007,52.75087890651493,53.55594976762994,0.19656808035714285,0.19489397321428573
16QAM,-2.0,16,-7.522922456264496,9.505947276949883,7.549612313508987,5.398100405931473,5.390964016318321,43.54253214942868,45.10232053068991,0.1435546875,0.14871651785714285
16QAM,0.0,16,-9.102156162261963,9.103462985367514,9.121439695358276,6.091301187872887,6.092194020748138,38.303472934731175,39.068525821544085,0.10672433035714286,0.10477120535714286
16QAM,2.0,16,-10.74218887090683,8.717185288667679,10.760391354560852,6.604581639170647,6.601889044046402,31.01410640532542,31.176866466185732,0.0673828125,0.06040736607142857
16QAM,4.0,16,-12.29123169183731,8.30749787390232,12.318208754062653,6.877783000469208,6.8470586240291595,27.264952148479626,27.300646432056453,0.04771205357142857,0.0400390625
16QAM,6.0,16,-14.011831402778625,8.045646131038666,14.03035283088684,7.059972107410431,7.065401881933212,23.248415518277525,22.520213236166825,0.025669642857142856,0.0205078125
16QAM,8.0,16,-15.708711862564087,7.712154656648636,15.726383090019226,7.087798476219177,7.07258939743042,20.63673571096821,19.686908534806207,0.016880580357142856,0.011997767857142858
16QAM,10.0,16,-17.494850277900696,7.455574214458466,17.513471484184265,7.04137259721756,7.045089781284332,19.462429865516135,18.568179624206678,0.017020089285714284,0.013392857142857142
16QAM,12.0,16,-19.175779700279236,7.153716862201691,19.188101172447205,6.888152122497559,6.889221608638763,15.514572309301904,13.974894489515172,0.0009765625,0.00027901785714285713
16QAM,14.0,16,-20.732897520065308,6.760184645652771,20.768654942512512,6.619851648807526,6.589472830295563,14.52580843443495,12.98400106539997,0.0009765625,0.00013950892857142856
16QAM,16.0,16,-22.198615431785583,6.179727613925934,22.23535668849945,6.10775500535965,6.072331547737122,13.227759793468804,11.371579331253972,0.0006975446428571429,0.00013950892857142856
16QAM,18.0,16,-23.567055821418762,5.56927227973938,23.62248396873474,5.547315835952759,5.500919818878174,13.020577334177634,11.366296344076128,0.0016741071428571428,0.0008370535714285714
16QAM,20.0,16,-24.622033834457397,4.577945828437805,24.701960921287537,4.619727611541748,4.53514564037323,13.162396201382007,11.387703634524424,0.0012555803571428572,0.0005580357142857143
64QAM,-20.0,16,-0.15391236543655396,20.123845994472504,0.308567414060235,0.2514775104355067,0.11038057832047343,101.52030988698273,101.79083211594995,0.4831659226190476,0.48139880952380953
64QAM,-18.0,16,-0.269552621524781,18.227062854450196,0.3972482802346349,0.33433252887334675,0.20055876392871141,100.44725941338871,102.1385316158532,0.47061011904761907,0.4655877976190476
64QAM,-16.0,16,-0.7096158396452665,16.715029133483768,0.7720791026949883,0.646791017614305,0.6019826284609735,98.33573854838369,99.05489842079274,0.4603794642857143,0.45479910714285715
64QAM,-14.0,16,-1.0146949402987957,15.020433258265257,1.0605015493929386,0.897207151632756,0.8452940387651324,93.58201238417591,93.87666633251492,0.45228794642857145,0.45284598214285715
64QAM,-12.0,16,-1.638869397342205,13.637444727122784,1.683375932276249,1.396889939904213,1.3728815000504255,87.76128508560795,87.1238891901505,0.42624627976190477,0.42234002976190477
64QAM,-10.0,16,-2.181448206305504,12.21300821006298,2.221941351890564,1.8251029402017593,1.77028782479465,82.95048588324593,83.00396029255805,0.41183035714285715,0.40727306547619047
64QAM,-8.0,16,-3.4766443967819214,11.496122747659683,3.502176195383072,2.8402683958411217,2.840320684015751,69.49221812636921,70.11677342513083,0.3611421130952381,0.35965401785714285
64QAM,-6.0,16,-4.625015527009964,10.619391083717346,4.647900402545929,3.654301166534424,3.650428183376789,64.18628349234618,66.1151396073235,0.34216889880952384,0.34151785714285715
64QAM,-4.0,16,-5.906410276889801,9.861638247966766,5.938990116119385,4.439938209950924,4.437864601612091,53.41602046081306,54.37008024659964,0.29306175595238093,0.29194568452380953
64QAM,-2.0,16,-7.566345036029816,9.519089952111244,7.585263103246689,5.4389413595199585,5.423262134194374,43.9588904465442,44.36006182149803,0.23511904761904762,0.2340029761904762
64QAM,0.0,16,-8.904421329498291,8.96240524892346,8.922007977962494,5.9645469933748245,5.922549679875374,39.30616490378192,40.887091663600955,0.21502976190476192,0.21791294642857142
64QAM,2.0,16,-10.70959860086441,8.67027985304594,10.733740389347076,6.570736289024353,6.560560405254364,32.172350593684364,32.201204583588634,0.17317708333333334,0.16806175595238096
64QAM,4.0,16,-12.424756526947021,8.4157025963068,12.448389887809753,6.970984071493149,6.962564170360565,26.40775426116851,25.771000583192134,0.14183407738095238,0.1324404761904762
64QAM,6.0,16,-14.139500737190247,8.150942116975784,14.161045551300049,7.211736410856247,7.1751188933849335,22.184627983950563,21.51715532046758,0.10258556547619048,0.0955171130952381
64QAM,8.0,16,-15.838189423084259,7.860265702009201,15.85691124200821,7.238340675830841,7.218138933181763,20.329673031559317,19.080111995420197,0.08696056547619048,0.07235863095238096
64QAM,10.0,16,-17.42755615711212,7.418032646179199,17.45018219947815,7.028827428817749,7.004837155342102,19.537280076636723,17.97805496701137,0.0802641369047619,0.06668526785714286
64QAM,12.0,16,-19.152960658073425,7.1429824233055115,19.17237651348114,6.8819122314453125,6.87774795293808,16.441847549897435,14.847840545904326,0.055989583333333336,0.04138764880952381
64QAM,14.0,16,-20.717114567756653,6.719856917858124,20.748858094215393,6.581466436386108,6.5501487255096436,15.053043445505155,13.363255159345083,0.04873511904761905,0.03264508928571429
64QAM,16.0,16,-22.121231079101562,6.042652189731598,22.159390926361084,5.967300832271576,5.936784267425537,14.474108713218193,12.482948579795355,0.04241071428571429,0.026041666666666668
64QAM,18.0,16,-23.227921724319458,5.215348720550537,23.293931126594543,5.201171278953552,5.1472169160842896,14.83486928921341,12.71327893757708,0.043247767857142856,0.026413690476190476
64QAM,20.0,16,-24.40990710258484,4.362031102180481,24.506366729736328,4.417193651199341,4.31928288936615,13.082627269721693,11.232937404122943,0.030133928571428572,0.016183035714285716
8PSK,-20.0,16,-0.014749594916793285,20.030445762862655,0.25705056404694915,0.21016901929397136,-0.028342220281047048,103.12874574399632,108.4190552680827,0.46372767857142855,0.47079613095238093
8PSK,-18.0,16,-0.4008060498163104,18.373195986263454,0.48382943496108055,0.4060343694873154,0.3320534382946789,101.53176622578201,99.44359139600019,0.45145089285714285,0.4497767857142857
8PSK,-16.0,16,-0.6350802667438984,16.666221488267183,0.7160192485898733,0.6032639145851135,0.5280678095296025,95.72813231732745,96.6659325985992,0.4109002976190476,0.40438988095238093
8PSK,-14.0,16,-1.0723652839660645,15.0365891456604,1.125223457813263,0.9486745856702328,0.9013738166540861,93.4879126376382,92.42370902502759,0.3893229166666667,0.3829985119047619
8PSK,-12.0,16,-1.5302041918039322,13.518664196133614,1.5704675763845444,1.30637077242136,1.263727281242609,88.20803321187361,88.04937747930742,0.34207589285714285,0.34151785714285715
8PSK,-10.0,16,-2.376755230128765,12.321873418986797,2.419512629508972,1.9983912780880928,1.957592748105526,79.3298203127412,79.51245039025578,0.2888764880952381,0.29482886904761907
8PSK,-8.0,16,-3.4554884284734726,11.415189370512962,3.4813103526830673,2.8185558915138245,2.810861825942993,69.75060801801253,71.76702997197259,0.24851190476190477,0.2379092261904762
8PSK,-6.0,16,-4.614942729473114,10.650697410106659,4.642877981066704,3.670307744294405,3.6485514864325523,60.24511314128118,62.66444295541168,0.18117559523809523,0.18340773809523808
8PSK,-4.0,16,-6.1500402092933655,10.130659192800522,6.175945341587067,4.709623031318188,4.688740625977516,50.34127374348837,53.607083436298566,0.13876488095238096,0.14322916666666666
8PSK,-2.0,16,-7.620995610952377,9.597860246896744,7.654770135879517,5.510251931846142,5.487107947468758,41.512084799627935,45.06097779628246,0.08835565476190477,0.09077380952380952
8PSK,0.0,16,-9.59310495853424,9.536477974179434,9.623167395591736,6.561128497123718,6.553907200694084,32.664511892935266,35.51739224081087,0.05133928571428571,0.047061011904761904
8PSK,2.0,16,-11.031786739826202,9.044237837195396,11.05926364660263,6.970092564821243,6.914775550365448,29.40939848781772,31.60955728920938,0.034412202380952384,0.03366815476190476
8PSK,4.0,16,-12.69768363237381,8.701330229640007,12.750416100025177,7.298175424337387,7.244669824838638,22.410495581691855,23.889070513011063,0.01097470238095238,0.008742559523809524
8PSK,6.0,16,-14.46094536781311,8.48178806900978,14.504767179489136,7.521576553583145,7.504198759794235,19.586670064773948,20.784805923269467,0.004650297619047619,0.004650297619047619
8PSK,8.0,16,-16.291024208068848,8.301726132631302,16.34515780210495,7.7154125571250916,7.661187052726746,16.08948660202773,16.565830141409258,0.0005580357142857143,0.0003720238095238095
8PSK,10.0,16,-17.905734300613403,7.924124121665955,17.96326780319214,7.5696598291397095,7.508309006690979,13.998347139744158,14.301442863300396,0.0026041666666666665,0.0016741071428571428
8PSK,12.0,16,-19.787403225898743,7.7849026918411255,19.836690545082092,7.57934308052063,7.519254267215729,11.154103443712156,11.221508490005663,0.0,0.0
8PSK,14.0,16,-21.170174956321716,7.145589828491211,21.227914929389954,7.017780005931854,6.9769207239151,12.747173370604237,12.360267454538542,0.006882440476190476,0.006138392857142857
8PSK,16.0,16,-23.022642850875854,7.0270556807518005,23.07843554019928,6.971129238605499,6.919169127941132,8.968223918320076,8.721187071730899,0.0,0.0
8PSK,18.0,16,-24.44295346736908,6.483565807342529,24.471465587615967,6.4402570724487305,6.414608120918274,8.040554525013196,7.628946689449755,0.0,0.0
8PSK,20.0,16,-25.713789105415344,5.735076427459717,25.752036929130554,5.722299575805664,5.691635251045227,8.284672124684315,7.574440819831646,0.0,0.0
BPSK,-20.0,16,-0.046201951743569225,20.043770082236733,0.25133993197232485,0.20722467580344528,0.0029470042209140956,102.03734209462792,102.86614049459558,0.39229910714285715,0.40011160714285715
BPSK,-18.0,16,-0.24175874737557024,18.220724149025045,0.3823780007660389,0.3210679229814559,0.17311101767700166,97.41343812545489,99.16804972743407,0.34877232142857145,0.36216517857142855
BPSK,-16.0,16,-0.6861830726265907,16.702951706945896,0.7410303670912981,0.6204155846498907,0.5788166997954249,97.81854856343324,99.8867324985732,0.32979910714285715,0.32979910714285715
BPSK,-14.0,16,-1.0456165745854378,15.03836203366518,1.1167731508612633,0.9400950688868761,0.8757458934560418,91.47582244054246,93.03321410094438,0.24776785714285715,0.24274553571428573
BPSK,-12.0,16,-1.4603604227304459,13.427996650338173,1.5228725224733353,1.27593516651541,1.1926030330359936,89.92541264511131,91.42868976166977,0.21540178571428573,0.21540178571428573
