mod,snr_db,n,nmse_db,snr_gain_db,evm_pct,evm_pct_noisy,ber,ber_noisy
16QAM,-20.0,16,-0.2144942438462749,20.181033865199424,100.73398315970772,100.48669074977727,0.4702845982142857,0.46693638392857145
16QAM,-18.0,16,-0.4094260623678565,18.469678609631956,100.08335902926021,100.0795302664572,0.4575892857142857,0.45619419642857145
16QAM,-16.0,16,-0.568062549456954,16.618706351146102,99.06636726524596,98.95121913864801,0.4291294642857143,0.43680245535714285
16QAM,-14.0,16,-1.1150554455816746,15.149586621671915,93.01205922740363,92.56426465560051,0.41322544642857145,0.4111328125
16QAM,-12.0,16,-1.6814224421977997,13.66840460896492,88.91535299639187,89.44505761489631,0.3876953125,0.38546316964285715
16QAM,-10.0,16,-2.3144748210906982,12.297794818878174,81.11954309649055,81.30492324543519,0.34891183035714285,0.3452845982142857
16QAM,-8.0,16,-3.4035529792308807,11.355593264102936,73.16767681561385,74.65051262104814,0.30594308035714285,0.30873325892857145
16QAM,-6.0,16,-5.0171021819114685,11.001734137535095,59.95786503861423,61.219114480671635,0.24330357142857142,0.23758370535714285
16QAM,-4.0,16,-6.085270047187805,10.14424742758274,53.008142580167636,53.55594976762994,0.20256696428571427,0.19489397321428573
16QAM,-2.0,16,-7.769565045833588,9.752589866518974,44.07158726355811,45.10232053068991,0.14815848214285715,0.14871651785714285
16QAM,0.0,16,-9.509035348892212,9.510342171997763,38.55035410845437,39.068525821544085,0.11188616071428571,0.10477120535714286
16QAM,2.0,16,-11.132131516933441,9.10712793469429,31.486463067809694,31.176866466185732,0.06808035714285714,0.06040736607142857
16QAM,4.0,16,-12.685579776763916,8.701845958828926,27.716641269652243,27.300646432056453,0.048828125,0.0400390625
16QAM,6.0,16,-14.49396938085556,8.5277841091156,23.19758522716856,22.520213236166825,0.027483258928571428,0.0205078125
16QAM,8.0,16,-16.168800830841064,8.172243624925613,20.255317246766054,19.686908534806207,0.015066964285714286,0.011997767857142858
16QAM,10.0,16,-18.05244755744934,8.01317149400711,19.07817283203979,18.568179624206678,0.015625,0.013392857142857142
