mod,snr_db,n,nmse_db,snr_gain_db,evm_pct,evm_pct_noisy,ber,ber_noisy
16QAM,-20.0,16,-0.2072500786744058,20.173789700027555,101.11938864181748,100.48669074977727,0.47195870535714285,0.46693638392857145
16QAM,-18.0,16,-0.37769528198987246,18.43794782925397,100.73934209072237,100.0795302664572,0.4545200892857143,0.45619419642857145
16QAM,-16.0,16,-0.5914961351081729,16.64213993679732,98.43541183617637,98.95121913864801,0.43722098214285715,0.43680245535714285
16QAM,-14.0,16,-1.118556372821331,15.153087548911572,92.6861544405621,92.56426465560051,0.41294642857142855,0.4111328125
16QAM,-12.0,16,-1.681320384144783,13.668302550911903,89.40077291759029,89.44505761489631,0.3882533482142857,0.38546316964285715
16QAM,-10.0,16,-2.335477590560913,12.318797588348389,81.25410258362025,81.30492324543519,0.34695870535714285,0.3452845982142857
16QAM,-8.0,16,-3.402729481458664,11.354769766330719,73.2389263064843,74.65051262104814,0.3101283482142857,0.30873325892857145
16QAM,-6.0,16,-4.936231017112732,10.920862972736359,60.36095893958054,61.219114480671635,0.24302455357142858,0.23758370535714285
16QAM,-4.0,16,-6.10743573307991,10.166413113474846,52.6385100301506,53.55594976762994,0.20005580357142858,0.19489397321428573
16QAM,-2.0,16,-7.765867918729782,9.748892739415169,43.75858686813841,45.10232053068991,0.14718191964285715,0.14871651785714285
16QAM,0.0,16,-9.514578998088837,9.515885821194388,38.21055009374278,39.068525821544085,0.10853794642857142,0.10477120535714286
16QAM,2.0,16,-11.068636894226074,9.043633311986923,31.73232883879345,31.176866466185732,0.07156808035714286,0.06040736607142857
16QAM,4.0,16,-12.716301262378693,8.732567444443703,27.557978421961955,27.300646432056453,0.04924665178571429,0.0400390625
16QAM,6.0,16,-14.422926247119904,8.456740975379944,23.509473131668987,22.520213236166825,0.029157366071428572,0.0205078125
16QAM,8.0,16,-16.23543918132782,8.238881975412369,20.400872334719317,19.686908534806207,0.016322544642857144,0.011997767857142858
16QAM,10.0,16,-18.17023468017578,8.130958616733551,19.159052742203755,18.568179624206678,0.015345982142857142,0.013392857142857142
16QAM,12.0,16,-19.958250164985657,7.936187326908112,14.734913994003334,13.974894489515172,0.0005580357142857143,0.00027901785714285713
16QAM,14.0,16,-21.712281584739685,7.739568710327148,14.01165191842429,12.98400106539997,0.0005580357142857143,0.00013950892857142856
16QAM,16.0,16,-23.188771843910217,7.169884026050568,12.522482102625588,11.371579331253972,0.0004185267857142857,0.00013950892857142856
16QAM,18.0,16,-24.74566686153412,6.747883319854736,12.600829544127116,11.366296344076128,0.0016741071428571428,0.0008370535714285714
16QAM,20.0,16,-26.095248579978943,6.051160573959351,12.404549859537209,11.387703634524424,0.0008370535714285714,0.0005580357142857143
64QAM,-20.0,16,-0.24492643540725112,20.2148600644432,101.25203030629835,101.79083211594995,0.47879464285714285,0.48139880952380953
64QAM,-18.0,16,-0.33163574151694775,18.289145974442363,102.01525482201293,102.1385316158532,0.4674479166666667,0.4655877976190476
64QAM,-16.0,16,-0.7008239552378654,16.706237249076366,100.00825585970412,99.05489842079274,0.45545014880952384,0.45479910714285715
64QAM,-14.0,16,-1.026157259941101,15.031895577907562,94.25776288562291,93.87666633251492,0.45517113095238093,0.45284598214285715
64QAM,-12.0,16,-1.7083743885159492,13.706949718296528,87.58421457057757,87.1238891901505,0.4231770833333333,0.42234002976190477
64QAM,-10.0,16,-2.2727570608258247,12.304317064583302,83.01362438287396,83.00396029255805,0.4115513392857143,0.40727306547619047
64QAM,-8.0,16,-3.594634786248207,11.614113137125969,69.52584020452647,70.11677342513083,0.36886160714285715,0.35965401785714285
64QAM,-6.0,16,-4.7104907631874084,10.70486631989479,64.56920957803575,66.1151396073235,0.34412202380952384,0.34151785714285715
64QAM,-4.0,16,-6.045703053474426,10.000931024551392,54.432177289059055,54.37008024659964,0.29715401785714285,0.29194568452380953
64QAM,-2.0,16,-7.80704203248024,9.759786948561668,44.80595940378305,44.36006182149803,0.24720982142857142,0.2340029761904762
64QAM,0.0,16,-9.157400727272034,9.215384646697203,39.57876444847797,40.887091663600955,0.22163318452380953,0.21791294642857142
64QAM,2.0,16,-10.974254488945007,8.934935741126537,32.82272148814358,32.201204583588634,0.18098958333333334,0.16806175595238096
64QAM,4.0,16,-12.756834328174591,8.74778039753437,27.10115281230771,25.771000583192134,0.14667038690476192,0.1324404761904762
64QAM,6.0,16,-14.50328016281128,8.514721542596817,22.65794863260698,21.51715532046758,0.10844494047619048,0.0955171130952381
64QAM,8.0,16,-16.32886129617691,8.350937575101852,20.225450218037274,19.080111995420197,0.08761160714285714,0.07235863095238096
64QAM,10.0,16,-17.98726773262024,7.977744221687317,19.194016655331964,17.97805496701137,0.07961309523809523,0.06668526785714286
64QAM,12.0,16,-19.65888786315918,7.648909628391266,16.085660045828515,14.847840545904326,0.052920386904761904,0.04138764880952381
64QAM,14.0,16,-21.49039590358734,7.493138253688812,14.620562055002477,13.363255159345083,0.044177827380952384,0.03264508928571429
64QAM,16.0,16,-22.920796513557434,6.8422176241874695,13.780930543821801,12.482948579795355,0.03599330357142857,0.026041666666666668
64QAM,18.0,16,-24.317062854766846,6.304489850997925,14.153788529946926,12.71327893757708,0.03720238095238095,0.026413690476190476
64QAM,20.0,16,-25.85648214817047,5.808606147766113,12.434991792802737,11.232937404122943,0.024274553571428572,0.016183035714285716
8PSK,-20.0,16,-0.13595559931127355,20.151651767257135,105.13525194170577,108.4190552680827,0.4650297619047619,0.47079613095238093
8PSK,-18.0,16,-0.4373496500775218,18.409739586524665,99.87757745142292,99.44359139600019,0.44959077380952384,0.4497767857142857
8PSK,-16.0,16,-0.6827734783291817,16.713914699852467,96.17603526265174,96.6659325985992,0.40476190476190477,0.40438988095238093
8PSK,-14.0,16,-1.1265921778976917,15.090816039592028,93.61081437682498,92.42370902502759,0.38430059523809523,0.3829985119047619
8PSK,-12.0,16,-1.5767656601965427,13.565225664526224,88.5262853491875,88.04937747930742,0.34263392857142855,0.34151785714285715
8PSK,-10.0,16,-2.44306281208992,12.388181000947952,80.01836993008584,79.51245039025578,0.29724702380952384,0.29482886904761907
8PSK,-8.0,16,-3.6740690618753433,11.633770003914833,69.19573758414523,71.76702997197259,0.24423363095238096,0.2379092261904762
8PSK,-6.0,16,-5.013368546962738,11.049123227596283,58.32165225165031,62.66444295541168,0.18098958333333334,0.18340773809523808
8PSK,-4.0,16,-6.66669225692749,10.647311240434647,48.74721821824792,53.607083436298566,0.13932291666666666,0.14322916666666666
8PSK,-2.0,16,-8.26133906841278,10.238203704357147,39.490558912265485,45.06097779628246,0.09244791666666667,0.09077380952380952
8PSK,0.0,16,-10.6008580327034,10.544231048348593,29.934196815737575,35.51739224081087,0.04892113095238095,0.047061011904761904
8PSK,2.0,16,-12.103172183036804,10.115623280405998,27.786355737652613,31.60955728920938,0.03608630952380952,0.03366815476190476
8PSK,4.0,16,-13.887089788913727,9.890736386179924,20.509404393106458,23.889070513011063,0.009858630952380952,0.008742559523809524
8PSK,6.0,16,-15.337097525596619,9.35794022679329,18.489269674528817,20.784805923269467,0.005208333333333333,0.004650297619047619
8PSK,8.0,16,-17.2373069524765,9.248008877038956,15.316636746654066,16.565830141409258,0.0,0.0003720238095238095
8PSK,10.0,16,-18.719683527946472,8.738073348999023,13.381681283917715,14.301442863300396,0.0026041666666666665,0.0016741071428571428
8PSK,12.0,16,-20.74096381664276,8.738463282585144,10.522873780534042,11.221508490005663,0.0,0.0
8PSK,14.0,16,-22.117947459220886,8.09336233139038,12.193497066422749,12.360267454538542,0.006324404761904762,0.006138392857142857
8PSK,16.0,16,-24.253417491912842,8.257830321788788,8.3474343116193,8.721187071730899,0.0,0.0
8PSK,18.0,16,-25.56403410434723,7.604646444320679,7.759525813708932,7.628946689449755,0.0,0.0
8PSK,20.0,16,-27.203186750411987,7.22447407245636,7.636786793738208,7.574440819831646,0.0,0.0
BPSK,-20.0,16,-0.1616375989979133,20.159205729491077,104.17349945083785,102.86614049459558,0.40625,0.40011160714285715
BPSK,-18.0,16,-0.27638524677604437,18.25535064842552,99.36236036968518,99.16804972743407,0.38950892857142855,0.36216517857142855
BPSK,-16.0,16,-0.6994107197970152,16.71617935411632,100.16952805405553,99.8867324985732,0.328125,0.32979910714285715
BPSK,-14.0,16,-1.1544798724353313,15.147225331515074,92.70368588348123,93.03321410094438,0.25892857142857145,0.24274553571428573
BPSK,-12.0,16,-1.6051497533917427,13.57278598099947,90.09273132493621,91.42868976166977,0.20703125,0.21540178571428573
BPSK,-10.0,16,-2.585639499127865,12.629046998918056,77.72250304854347,79.74513213001097,0.13337053571428573,0.13504464285714285
BPSK,-8.0,16,-4.321782544255257,12.337936773896217,64.55353206921836,72.39470047394745,0.07198660714285714,0.07533482142857142
BPSK,-6.0,16,-6.175278693437576,12.243436336517334,52.36299132533893,61.684374058759474,0.025669642857142856,0.029017857142857144
BPSK,-4.0,16,-8.158409714698792,12.17077712714672,41.91840388744489,55.07411079580412,0.009486607142857142,0.012834821428571428
BPSK,-2.0,16,-9.93357640504837,11.954040981829166,33.430052884945695,46.18885579598387,0.0011160714285714285,0.0005580357142857143
BPSK,0.0,16,-12.644094467163086,12.633671410527313,23.654287830987553,36.197106432619734,0.0,0.0
BPSK,2.0,16,-14.113743364810944,12.137826889753342,23.199856410642493,32.761042920292894,0.0016741071428571428,0.005022321428571429
BPSK,4.0,16,-16.148789048194885,12.212323427200317,17.733957408090816,25.835387873969278,0.0,0.0
BPSK,6.0,16,-17.3104385137558,11.346155345439911,15.580362174049608,20.817050521640716,0.0,0.0
BPSK,8.0,16,-18.92530393600464,10.993003338575363,13.31110392504883,16.85785466259167,0.0,0.0
BPSK,10.0,16,-20.850249648094177,10.850118279457092,10.894796452262161,13.473462673934506,0.0,0.0
BPSK,12.0,16,-21.929152131080627,9.937442541122437,12.571896269942874,13.961334736582394,0.0,0.0
BPSK,14.0,16,-23.63495695590973,9.654269576072693,8.6832728493324,9.860391794218112,0.0,0.0
BPSK,16.0,16,-25.3609778881073,9.345149636268616,8.50869920167856,9.340123626081034,0.0,0.0
BPSK,18.0,16,-26.60504376888275,8.577934384346008,8.038632608631845,8.396879404652072,0.0,0.0
BPSK,20.0,16,-28.39619255065918,8.374587774276733,7.353445447037561,7.796533246296155,0.0,0.0
PAM4,-20.0,16,-0.10685582348378375,20.16266663261922,103.91705816077533,105.11943562834745,0.46986607142857145,0.45982142857142855
PAM4,-18.0,16,-0.1966560703876894,18.236666641867487,105.78668030152602,107.45660764308886,0.46484375,0.466796875
PAM4,-16.0,16,-0.7476981803774834,16.809734635055065,99.85874526638537,98.01728267896765,0.41183035714285715,0.39871651785714285
PAM4,-14.0,16,-1.1360530033707619,15.106047548353672,92.15636668991634,93.19662494711743,0.38392857142857145,0.38253348214285715
PAM4,-12.0,16,-1.6208326369524002,13.597594276070595,87.54552486241872,89.14296180894253,0.34849330357142855,0.34151785714285715
PAM4,-10.0,16,-2.294258415699005,12.328644812107086,81.67016107163411,82.33860380375305,0.31529017857142855,0.3060825892857143
PAM4,-8.0,16,-3.5563870668411255,11.47945061326027,73.79323837115419,75.56817372670432,0.2631138392857143,0.26478794642857145
PAM4,-6.0,16,-4.957619875669479,10.959213376045227,63.70180309675412,65.39345977809063,0.23102678571428573,0.21010044642857142
PAM4,-4.0,16,-6.554463624954224,10.488582417368889,50.83991392744341,54.201035201899884,0.15178571428571427,0.15206473214285715
PAM4,-2.0,16,-7.952642142772675,9.951832987368107,45.97447069798888,46.76155427289637,0.10993303571428571,0.09514508928571429
PAM4,0.0,16,-9.544660985469818,9.578625186986756,37.8224449354114,39.0032478460124,0.060546875,0.05329241071428571
PAM4,2.0,16,-11.459824740886688,9.473459668457508,32.23017047983164,32.28064739647064,0.04436383928571429,0.030412946428571428
PAM4,4.0,16,-13.353807866573334,9.397824928164482,26.14879310721633,26.617984347692946,0.017857142857142856,0.007254464285714286
PAM4,6.0,16,-15.402812004089355,9.397646069526672,22.069613746692273,23.12892696131722,0.005859375,0.005022321428571429
PAM4,8.0,16,-17.268721282482147,9.235523223876953,20.285689017132903,20.639063513019877,0.005859375,0.005859375
PAM4,10.0,16,-19.29105281829834,9.27994304895401,16.325374129092186,16.48861010831066,0.00027901785714285713,0.0
PAM4,12.0,16,-20.519647002220154,8.587996900081635,15.399842614598608,15.15397546231155,0.0,0.0
PAM4,14.0,16,-22.389803051948547,8.42864191532135,14.806064757055974,14.28529347886402,0.0,0.0
PAM4,16.0,16,-23.82124936580658,7.826378703117371,15.34954139210191,14.827372472116636,0.0016741071428571428,0.0013950892857142857
PAM4,18.0,16,-24.84012496471405,6.872481465339661,14.33234166659996,13.73530203429403,0.0005580357142857143,0.0
PAM4,20.0,16,-26.53471863269806,6.510386228561401,13.879855033022999,13.117647084680792,0.0,0.0
QPSK,-20.0,16,-0.07516519092314411,20.1009841349005,103.57051994644908,102.53119253924487,0.4517299107142857,0.4467075892857143
QPSK,-18.0,16,-0.3236636489164084,18.274358329130337,99.95763874713421,100.66979384907599,0.40234375,0.392578125
QPSK,-16.0,16,-0.5586815038695931,16.6006587902084,98.63069995976115,97.30973633746211,0.38113839285714285,0.36356026785714285
