mod,snr_db,n,nmse_db,snr_gain_db,evm_pct,evm_pct_noisy,ber,ber_noisy
16QAM,-20.0,16,-0.23472034698352218,20.20125996833667,99.8802501230973,100.48669074977727,0.4644252232142857,0.46693638392857145
16QAM,-18.0,16,-0.35076893866062164,18.41102148592472,100.01506510902627,100.0795302664572,0.45145089285714285,0.45619419642857145
16QAM,-16.0,16,-0.5532199842855334,16.60386378597468,98.50253415536673,98.95121913864801,0.43373325892857145,0.43680245535714285
16QAM,-14.0,16,-1.1126474775373936,15.147178653627634,92.11512680422821,92.56426465560051,0.41224888392857145,0.4111328125
16QAM,-12.0,16,-1.652618147432804,13.639600314199924,89.12795603208248,89.44505761489631,0.38602120535714285,0.38546316964285715
16QAM,-10.0,16,-2.3369708508253098,12.320290848612785,80.64751814910551,81.30492324543519,0.3441685267857143,0.3452845982142857
16QAM,-8.0,16,-3.4049463868141174,11.356986671686172,73.72420689336425,74.65051262104814,0.30943080357142855,0.30873325892857145
16QAM,-6.0,16,-4.978127747774124,10.96275970339775,59.83922629542942,61.219114480671635,0.24400111607142858,0.23758370535714285
16QAM,-4.0,16,-6.0563786923885345,10.11535607278347,53.286401148273605,53.55594976762994,0.20284598214285715,0.19489397321428573
16QAM,-2.0,16,-7.709528625011444,9.69255344569683,44.207066273723996,45.10232053068991,0.1513671875,0.14871651785714285
16QAM,0.0,16,-9.430810749530792,9.432117572636344,39.15923860784354,39.068525821544085,0.11118861607142858,0.10477120535714286
16QAM,2.0,16,-11.082517981529236,9.057514399290085,31.37086165065254,31.176866466185732,0.06710379464285714,0.06040736607142857
16QAM,4.0,16,-12.73654991388321,8.75281609594822,27.59680046405857,27.300646432056453,0.04994419642857143,0.0400390625
16QAM,6.0,16,-14.430327892303467,8.464142620563507,23.304012726763744,22.520213236166825,0.026925223214285716,0.0205078125
16QAM,8.0,16,-16.249919295310974,8.253362089395523,20.33381929460471,19.686908534806207,0.015345982142857142,0.011997767857142858
16QAM,10.0,16,-18.0769784450531,8.03770238161087,19.356340072405942,18.568179624206678,0.017020089285714284,0.013392857142857142
16QAM,12.0,16,-20.001277208328247,7.979214370250702,14.807426538588933,13.974894489515172,0.0005580357142857143,0.00027901785714285713
16QAM,14.0,16,-21.69122052192688,7.718507647514343,14.132698194993187,12.98400106539997,0.0005580357142857143,0.00013950892857142856
