mod,snr_db,n,nmse_db,snr_gain_db,evm_pct,evm_pct_noisy,ber,ber_noisy
PAM4,-6.0,16,-4.013319700956345,10.014913201332092,66.27646967645896,65.39345977809063,0.22684151785714285,0.21010044642857142
PAM4,-4.0,16,-5.4789682030677795,9.413086995482445,53.54328095041474,54.201035201899884,0.14955357142857142,0.15206473214285715
PAM4,-2.0,16,-6.861703455448151,8.860894300043583,47.926472422851475,46.76155427289637,0.10239955357142858,0.09514508928571429
PAM4,0.0,16,-8.242747515439987,8.276711716956925,39.620168929587706,39.0032478460124,0.05552455357142857,0.05329241071428571
PAM4,2.0,16,-9.888110935688019,7.901745863258839,33.156487693659514,32.28064739647064,0.03599330357142857,0.030412946428571428
PAM4,4.0,16,-11.543038487434387,7.587055549025536,27.07637709884146,26.617984347692946,0.010044642857142858,0.007254464285714286
PAM4,6.0,16,-13.32974511384964,7.324579179286957,23.48840631037639,23.12892696131722,0.005859375,0.005022321428571429
PAM4,8.0,16,-15.238450467586517,7.205252408981323,20.90448630329258,20.639063513019877,0.006138392857142857,0.005859375
PAM4,10.0,16,-16.937923908233643,6.926814138889313,16.878394204772498,16.48861010831066,0.0,0.0
PAM4,12.0,16,-18.45185959339142,6.520209491252899,15.599773271207512,15.15397546231155,0.0,0.0
PAM4,14.0,16,-20.04822862148285,6.087067484855652,14.688500965181126,14.28529347886402,0.0,0.0
PAM4,16.0,16,-21.52413296699524,5.52926230430603,15.403252775422093,14.827372472116636,0.0016741071428571428,0.0013950892857142857
PAM4,18.0,16,-22.582066655158997,4.614423155784607,14.25576591828015,13.73530203429403,0.0,0.0
PAM4,20.0,16,-23.713886857032776,3.689554452896118,13.527226776867824,13.117647084680792,0.0,0.0
QPSK,-20.0,16,1.2902023904025555,18.7356165535748,103.5052357917352,102.53119253924487,0.45926339285714285,0.4467075892857143
QPSK,-18.0,16,0.5590924229472876,17.39160225726664,100.65368690391773,100.66979384907599,0.4068080357142857,0.392578125
QPSK,-16.0,16,0.13188065018039197,15.910096636158414,98.55730578026571,97.30973633746211,0.38671875,0.36356026785714285
QPSK,-14.0,16,-0.5777472630143166,14.563040472567081,92.90451285499793,92.16784301603445,0.33565848214285715,0.32533482142857145
QPSK,-12.0,16,-1.2454096600413322,13.210589043796062,88.9315483147379,90.01830835861279,0.28822544642857145,0.287109375
QPSK,-10.0,16,-2.149011693894863,12.110163889825344,80.40786310626046,80.91589821977624,0.21484375,0.21344866071428573
QPSK,-8.0,16,-3.131445586681366,11.097150564193726,71.21905161854855,72.7245391922926,0.15876116071428573,0.15262276785714285
QPSK,-6.0,16,-4.480914369225502,10.452326133847237,60.32684607141772,63.038247899147294,0.10184151785714286,0.10016741071428571
QPSK,-4.0,16,-5.554859697818756,9.594093456864357,52.731838751714804,54.68671985725122,0.060825892857142856,0.05859375
